=== Sheet: README ===
《三国志：治世与乱世》数据母表 V0.1
项目	《三国志：治世与乱世》
文档类型	Excel 数据母表骨架
版本	V0.1
生成日期	2026-06-03
当前定位	用于系统策划、数值策划、程序和内容组协作；不是最终完整数据。
使用原则	先补字段和示例，再补全量内容；地图、武将库、技能库可在本母表基础上拆分专项。
设计底线	部队从城池出阵；携带随军粮草；大地图移动需要时间；移动和作战消耗粮草；战斗结果回流大地图；战后占领需要整合。
建议流程
1	程序组先审字段是否满足状态机和存档需要。
2	系统策划补充规则表、状态枚举和字段解释。
3	数值策划补充公式、参数范围和调参备注。
4	内容组再进入最终城池库、武将库、技能库、剧本初始状态。
=== Sheet: 表目录 ===
表名	类型	用途	来源章节	当前状态
master_region	主数据表	定义州、地理大区、战略归属和显示顺序。	05_世界结构与地图规则	草案
master_city	主数据表	定义城池静态属性，最终城池清单后续专项补齐。	05_世界结构与地图规则 / 16_数据库结构	草案
master_route_node	主数据表 / 关联表	定义大地图行军节点、道路、水路和补给通道。	05_世界结构与地图规则 / 12_军事行军补给	草案
master_force	主数据表	定义剧本中的势力静态信息和 AI 基础风格。	06_君主势力与汉室正统 / 16_数据库结构	草案
master_officer	主数据表	定义武将静态资料和基础能力；最终武将库后续专项补齐。	07_人才任命 / 10_武将能力特技战法 / 16_数据库结构	草案
officer_relation	关联表	定义宗族、旧主、姻亲、好友、仇敌、师徒等关系。	07_人才任命 / 11_外交谋略与人物关系	草案
appointment_policy	主数据表 / 规则表	合并记录岗位槽位、官职和政令配置入口，后续可拆表。	07_人才任命 / 09_政令官制	草案
city_governance	状态表 / 主数据表	记录城市动态状态、设施和新占恢复相关配置。	08_内政与治世系统 / 14_战后整合	草案
skill_tactic	主数据表 / 关联表	记录技能、战法、原型功能映射和三国化命名。	10_武将能力特技与战法	草案
military_supply	状态表 / 规则表	固定军事底线：城池出阵、移动耗时、携粮、消耗和缺粮惩罚。	12_军事行军与补给 / 23_时间系统	草案
battle_rules	规则表 / 状态表	记录战斗类型、士气、围城、港口、水路和结果回流规则。	13_野战攻城关隘与水战	草案
diplomacy_postwar	状态表 / 规则表	连接外交信用、谋略、劝降、声势扩散、归附和战后治理。	11_外交谋略 / 14_声势归附与战后整合	草案
ai_governorate	状态表 / 配置表	定义都督府范围、委任权限、AI 性格、目标选择和献策。	15_都督府委任与AI / 29_AI难度	草案
scenario_event	主数据表 / 状态表 / 文本表	定义剧本入口、初始归属、历史事件链和改史条件。	26_胜利终局 / 27_剧本历史事件与改史框架	草案
effect_formula_config	配置表 / 规则表	统一记录效果组、触发条件、公式 ID 和可调参数。	16_数据库结构 / 28_数值体系与平衡方法论	草案
=== Sheet: 字段字典 ===
sheet	field	type	required	key_or_ref	description	source	status
officer_id	name	courtesy_name	era_tag	birth_year	death_year	gender	clan_id	origin_region_id	ability_leadership	ability_martial	ability_intellect	ability_politics	ability_charm	ambition	loyalty_base	ideology	status
武将唯一 ID	姓名	字	黄巾 / 群雄 / 官渡 / 赤壁 / 三国 / 后期	出生年	死亡年	M / F	宗族 ID	出身州	统率	武力	智略	政治	魅力	野心	基础忠诚	复汉 / 霸府 / 士族 / 功名 / 仁政 / 法度	草案 / 待确认 / 已确认 / 暂缓 / 废弃
string 必填 PK	string 必填	string	enum	int	int	enum 必填	string	string FK master_region	int 必填	int 必填	int 必填	int 必填	int 必填	int 必填	int 必填	enum	enum 必填
OFF_CAOCAO	曹操	孟德	群雄	155	220	M	CLAN_CAO	REG_YAN	96	72	91	94	96	95	70	霸府	草案
OFF_ZHUGELIANG	诸葛亮	孔明	赤壁	181	234	M	CLAN_ZHUGE	REG_JING	92	38	100	98	95	55	95	复汉	草案
=== Sheet: officer_relation ===
人物关系表
表类型	关联表
用途	定义宗族、旧主、姻亲、好友、仇敌、师徒等关系。
来源章节	07_人才任命 / 11_外交谋略与人物关系
填写状态	V0.1 字段骨架；示例行为占位，不代表最终数据。
relation_id	officer_a_id	officer_b_id	relation_type	relation_strength	is_bidirectional	effect_tag	status
关系唯一 ID	人物 A	人物 B	clan / sworn / spouse / friend / rival / former_lord / mentor	关系强度，正负均可	是否双向	对忠诚、劝降、协同、仇敌战斗的影响标签	草案 / 待确认 / 已确认 / 暂缓 / 废弃
string 必填 PK	string 必填 FK master_officer	string 必填 FK master_officer	enum 必填	int 必填	bool 必填	string	enum 必填
REL_LB_GY	OFF_LIUBEI	OFF_GUANYU	sworn	100	True	LOYALTY_AND_BATTLE_SYNC	草案
REL_CAO_LVBU	OFF_CAOCAO	OFF_LVBU	rival	-60	True	SURRENDER_PENALTY	草案
=== Sheet: appointment_policy ===
任命、官职与政令表
表类型	主数据表 / 规则表
用途	合并记录岗位槽位、官职和政令配置入口，后续可拆表。
来源章节	07_人才任命 / 09_政令官制
填写状态	V0.1 字段骨架；示例行为占位，不代表最终数据。
entry_id	entry_type	name	route_type	unlock_condition	slot_scope	monthly_cost_gold	monthly_cost_food	effect_group_id	negative_effect_group_id	status
条目 ID	appointment_slot / office_rank / policy / bureaucracy	显示名	内政 / 军事 / 人才 / 外交 / 正统 / 都督	解锁条件 ID 或说明	city / commandery / governorate / force	月维护金	月维护粮	效果组	负面效果组	草案 / 待确认 / 已确认 / 暂缓 / 废弃
string 必填 PK	enum 必填	string 必填	enum	string	enum	int	int	string FK effect_group	string FK effect_group	enum 必填
APPT_GOVERNOR	appointment_slot	太守	内政	城市归属己方	city	0	0	EFF_CITY_GOVERNOR		草案
POLICY_TUNTIAN	policy	屯田制	军事	官制等级>=2	force	300	0	EFF_TUNTIAN	EFF_POLICY_MAINTAIN	草案
=== Sheet: city_governance ===
城市动态、内政与设施表
表类型	状态表 / 主数据表
用途	记录城市动态状态、设施和新占恢复相关配置。
来源章节	08_内政与治世系统 / 14_战后整合
填写状态	V0.1 字段骨架；示例行为占位，不代表最终数据。
entry_id	entry_type	city_id	owner_force_id	current_role	current_troops	current_food	current_gold	public_order	morale_public	gentry_support	recovery_state	effect_group_id	status
状态或设施条目 ID	state_city / facility / recovery_rule / gentry_state	城池 ID	所属势力	农业 / 商业 / 军事 / 交通 / 都城 / 前线	当前兵力	当前粮草	当前金钱	治安	民心	士族支持	normal / occupied / unrest / recovering	设施或恢复效果	草案 / 待确认 / 已确认 / 暂缓 / 废弃
string 必填 PK	enum 必填	string FK master_city	string FK master_force	enum	int	int	int	int	int	int	enum	string FK effect_group	enum 必填
STATE_CITY_XUCHANG_S1	state_city	CITY_XUCHANG	FORCE_CAOCAO	都城	30000	60000	40000	75	78	65	normal		草案
FACILITY_GRANARY	facility											EFF_GRANARY	草案
=== Sheet: skill_tactic ===
特技、战法与效果映射表
表类型	主数据表 / 关联表
用途	记录技能、战法、原型功能映射和三国化命名。
来源章节	10_武将能力特技与战法
填写状态	V0.1 字段骨架；示例行为占位，不代表最终数据。
entry_id	entry_type	name	prototype_function_tag	category	trigger_scope	target_scope	cost_type	cost_value	effect_group_id	description_text	status
技能、战法或映射条目 ID	trait / tactic / officer_trait / rename_map / synergy_rule	三国化显示名	参考框架中的功能标签，不写原文文本	内政 / 军事 / 外交 / 谋略 / 声势 / 关系 / 地形	city / army / battle / force / diplomacy / postwar	self / city / army / enemy / ally / region	none / cooldown / morale / tactic_point / gold / food	消耗数值	效果组	策划描述	草案 / 待确认 / 已确认 / 暂缓 / 废弃
string 必填 PK	enum 必填	string 必填	string	enum 必填	enum	enum	enum	float	string 必填 FK effect_group	text	enum 必填
TRAIT_QIBING	trait	奇兵	AMBUSH_BONUS	军事	battle	enemy	none	0	EFF_TRAIT_QIBING	伏击、夹击、地形战中提高战斗收益。	草案
TACTIC_HUOSHAO	tactic	火攻	FIRE_DAMAGE_MORALE	谋略	battle	enemy	tactic_point	3	EFF_TACTIC_FIRE	对密集敌军造成伤害并降低士气。	草案
=== Sheet: military_supply ===
出阵、行军、粮草与补给表
表类型	状态表 / 规则表
用途	固定军事底线：城池出阵、移动耗时、携粮、消耗和缺粮惩罚。
来源章节	12_军事行军与补给 / 23_时间系统
填写状态	V0.1 字段骨架；示例行为占位，不代表最终数据。
entry_id	entry_type	origin_city_id	commander_officer_id	troop_count	food_current	food_capacity	movement_speed_base	food_cost_per_day	out_of_supply_penalty	state_from	state_to	status
规则或状态条目 ID	state_army / food_rule / movement_rule / supply_rule / transition	出阵城	主将	兵力	当前随军粮	携粮上限	基础移动速度	日粮耗	缺粮惩罚 ID 或说明	待机 / 整军 / 行军 / 接敌 / 围城 / 撤退 / 缺粮 / 归城	目标状态	草案 / 待确认 / 已确认 / 暂缓 / 废弃
string 必填 PK	enum 必填	string FK master_city	string FK master_officer	int	int	int	float	float	string	enum	enum	enum 必填
RULE_FOOD_DEFAULT	food_rule							1	PENALTY_OUT_OF_SUPPLY_1			草案
ARMY_SAMPLE_001	state_army	CITY_XUCHANG	OFF_CAOCAO	15000	30000	45000	12	900		行军	接敌	草案
=== Sheet: battle_rules ===
野战、攻城、关隘与水战规则表
表类型	规则表 / 状态表
用途	记录战斗类型、士气、围城、港口、水路和结果回流规则。
来源章节	13_野战攻城关隘与水战
填写状态	V0.1 字段骨架；示例行为占位，不代表最终数据。
rule_id	battle_type	trigger_condition	participant_scope	morale_base	terrain_bonus_tag	siege_device_tag	result_effect_group_id	map_feedback	status
规则 ID	field / siege / pass / port / river	触发条件	army / city / node / route	基础士气	地形修正标签	攻城器械标签	战斗结果效果组	回流大地图的结果	草案 / 待确认 / 已确认 / 暂缓 / 废弃
string 必填 PK	enum 必填	string 必填	enum 必填	int	string	string	string 必填 FK effect_group	string 必填	enum 必填
BATTLE_FIELD_CONTACT	field	两支敌对部队在路线或节点接触	army	100	TERRAIN_ROUTE		EFF_BATTLE_FIELD_RESULT	兵力、士气、部队状态回流	草案
BATTLE_SIEGE_CITY	siege	敌军抵达城池并选择攻城	city	90	TERRAIN_CITY	SIEGE_LADDER	EFF_BATTLE_SIEGE_RESULT	城防、民心、占领状态回流	草案
=== Sheet: diplomacy_postwar ===
外交、谋略、声势与战后整合表
表类型	状态表 / 规则表
用途	连接外交信用、谋略、劝降、声势扩散、归附和战后治理。
来源章节	11_外交谋略 / 14_声势归附与战后整合
填写状态	V0.1 字段骨架；示例行为占位，不代表最终数据。
entry_id	entry_type	source_force_id	target_force_id	action_name	cost_gold	cost_prestige	condition_group_id	success_formula_id	effect_group_id	cooldown_days	status
条目 ID	diplomacy_state / scheme_action / surrender_rule / momentum_rule / integration	发起势力	目标势力	行动名	金钱成本	名望成本	条件组	成功率公式	效果组	冷却时间	草案 / 待确认 / 已确认 / 暂缓 / 废弃
string 必填 PK	enum 必填	string FK master_force	string FK master_force	string	int	int	string FK condition_group	string FK formula_config	string 必填 FK effect_group	int	enum 必填
DIP_ALLIANCE	diplomacy_state	FORCE_LIUBEI	FORCE_SUNQUAN	同盟	0	0	COND_RELATION_GOOD		EFF_ALLIANCE	0	草案
POSTWAR_INTEGRATION	integration			安抚新占城	500	5	COND_CITY_OCCUPIED	FORMULA_INTEGRATION	EFF_POSTWAR_RECOVER	30	草案
=== Sheet: ai_governorate ===
都督府、委任与 AI 表
表类型	状态表 / 配置表
用途	定义都督府范围、委任权限、AI 性格、目标选择和献策。
来源章节	15_都督府委任与AI / 29_AI难度
填写状态	V0.1 字段骨架；示例行为占位，不代表最终数据。
entry_id	entry_type	name	scope_type	owner_force_id	leader_officer_id	permission_flags	strategy_weight_expand	strategy_weight_defend	strategy_weight_supply	proposal_condition_id	status
条目 ID	governorate / permission / ai_personality / proposal / strategy_state	显示名	force / region / city / army	所属势力	都督或 AI 负责人	可委任权限集合	扩张权重	防守权重	补给权重	献策条件	草案 / 待确认 / 已确认 / 暂缓 / 废弃
string 必填 PK	enum 必填	string 必填	enum	string FK master_force	string FK master_officer	string	float	float	float	string	enum 必填
GOV_JINGZHOU	governorate	荆州都督府	region	FORCE_LIUBEI	OFF_GUANYU	内政,整军,防御,局部出阵	0.45	0.75	0.8		草案
AI_EXPAND_BALANCED	ai_personality	均衡扩张	force				0.65	0.55	0.6	PROP_ATTACK_WEAK_CITY	草案
=== Sheet: scenario_event ===
剧本、事件与初始状态表
表类型	主数据表 / 状态表 / 文本表
用途	定义剧本入口、初始归属、历史事件链和改史条件。
来源章节	26_胜利终局 / 27_剧本历史事件与改史框架
填写状态	V0.1 字段骨架；示例行为占位，不代表最终数据。
entry_id	entry_type	scenario_id	year	month	force_id	city_id	officer_id	condition_group_id	effect_group_id	text_id	status
条目 ID	scenario / scenario_city / scenario_officer / event / ending	剧本 ID	年份	月份	相关势力	相关城池	相关武将	触发条件	效果组	文本 ID	草案 / 待确认 / 已确认 / 暂缓 / 废弃
string 必填 PK	enum 必填	string	int	int	string FK master_force	string FK master_city	string FK master_officer	string	string	string	enum 必填
SCN_190	scenario	SCN_190	190	1						TEXT_SCN_190	暂缓
EVENT_GUANDU_BRANCH	event	SCN_200	200	8	FORCE_CAOCAO	CITY_GUANDU		COND_GUANDU_READY	EFF_GUANDU_RESULT	TEXT_EVENT_GUANDU	草案
=== Sheet: effect_formula_config ===
统一效果、公式与参数表
表类型	配置表 / 规则表
用途	统一记录效果组、触发条件、公式 ID 和可调参数。
来源章节	16_数据库结构 / 28_数值体系与平衡方法论
填写状态	V0.1 字段骨架；示例行为占位，不代表最终数据。
entry_id	entry_type	name	system_domain	trigger_scope	target_scope	formula_expression	default_value	min_value	max_value	tuning_note	status
效果、条件、公式或参数 ID	effect / effect_group / condition / formula / parameter	显示名	world / city / officer / policy / battle / supply / diplomacy / ai	触发范围	目标范围	公式表达，后续由数值策划固化	默认参数	最小值	最大值	调参说明	草案 / 待确认 / 已确认 / 暂缓 / 废弃
string 必填 PK	enum 必填	string 必填	enum 必填	enum	enum	text	float	float	float	text	enum 必填
FORMULA_MOVE_DAYS	formula	行军天数	supply	march	army	distance / (speed_base * terrain_modifier * status_modifier)				先保证大地图移动需要时间。	草案
PARAM_OUT_OF_SUPPLY_MORALE	parameter	缺粮士气惩罚	battle	daily_tick	army		-5	-20	0	缺粮时每日士气下降。	草案
=== Sheet: V0.2说明 ===
V0.2 版本说明
version	date	change	impact
V0.1	2026-06-03	建立核心表结构、字段字典和示例行。	可开始字段审阅。
V0.2	2026-06-03	追加核心枚举、状态机、公式参数、效果拆分、导表约定和最小测试数据。	可进入程序审表和首轮导表格式讨论。
=== Sheet: core_enums ===
核心枚举表
enum_group	enum_key	display_name	description	used_by	status
city_role	agriculture	农业	粮草、人口恢复和屯田效率倾向。	master_city.default_role / city_governance.current_role	待确认
city_role	commerce	商业	金钱、市场和贸易收益倾向。	master_city.default_role / city_governance.current_role	待确认
city_role	military	军事	募兵、训练、军备和出阵效率倾向。	master_city.default_role / city_governance.current_role	待确认
city_role	transport	交通	道路、水路、补给和调兵效率倾向。	master_city.default_role / city_governance.current_role	待确认
city_role	capital	都城	中枢政令、正统、官制和资源调配中心。	master_city.default_role / city_governance.current_role	待确认
city_role	frontline	前线	防御、驻军、关隘、战区压力承接。	master_city.default_role / city_governance.current_role	待确认
terrain_type	plain	平原	普通行军和野战地形。	master_city.terrain_type / master_route_node.route_type	待确认
terrain_type	mountain	山地	降低行军速度，提高防守和伏击价值。	master_city.terrain_type / master_route_node.route_type	待确认
terrain_type	river	河网	支持水路、港口、渡口和水战修正。	master_city.terrain_type / master_route_node.route_type	待确认
terrain_type	pass	关隘	关键节点，可触发关隘战。	master_city.terrain_type / battle_rules.battle_type	待确认
terrain_type	port	港口	水陆转换节点，可触发港口战。	master_city.terrain_type / battle_rules.battle_type	待确认
army_state	idle	待机	部队未出阵或驻扎状态。	military_supply.state_from / state_to	待确认
army_state	mobilizing	整军	出阵前准备、集合、携粮。	military_supply.state_from / state_to	待确认
army_state	marching	行军	正在大地图路线移动。	military_supply.state_from / state_to	待确认
army_state	engaging	接敌	即将进入战斗判定。	military_supply.state_from / state_to	待确认
army_state	sieging	围城	对城池持续围困或攻城准备。	military_supply.state_from / state_to	待确认
army_state	retreating	撤退	战败、缺粮或主动撤回。	military_supply.state_from / state_to	待确认
army_state	out_of_supply	缺粮	粮草为 0 或补给断绝后的异常状态。	military_supply.state_from / state_to	待确认
army_state	returning	归城	战后返回或整编。	military_supply.state_from / state_to	待确认
battle_type	field	野战	部队在路线或节点接触后的战斗。	battle_rules.battle_type	待确认
battle_type	siege	攻城	围城、攻城、城防损耗。	battle_rules.battle_type	待确认
battle_type	pass	关隘战	围绕关隘节点展开。	battle_rules.battle_type	待确认
battle_type	port	港口战	水陆转换节点争夺。	battle_rules.battle_type	待确认
battle_type	river	水路战	水路接触和河网修正战。	battle_rules.battle_type	待确认
diplomacy_state	neutral	中立	无特殊关系。	diplomacy_postwar.entry_type	待确认
diplomacy_state	hostile	敌对	可交战、可谋略。	diplomacy_postwar.entry_type	待确认
diplomacy_state	alliance	同盟	不可主动交战，可能协同作战。	diplomacy_postwar.entry_type	待确认
diplomacy_state	truce	停战	限时不可交战。	diplomacy_postwar.entry_type	待确认
diplomacy_state	vassal	从属	弱势势力依附强势势力。	diplomacy_postwar.entry_type	待确认
status	draft	草案	可改动，不进入正式导表。	all sheets.status	已确认
status	review	待确认	等待负责人确认。	all sheets.status	已确认
status	confirmed	已确认	可进入导表或开发引用。	all sheets.status	已确认
status	deferred	暂缓	当前版本不制作。	all sheets.status	已确认
status	deprecated	废弃	保留历史痕迹，不再使用。	all sheets.status	已确认
=== Sheet: state_machine ===
核心状态机表
entity	state_from	trigger	state_to	required_data	side_effect	ui_feedback	qa_case	status
army	idle	玩家选择出阵并通过校验	mobilizing	origin_city_id, commander_officer_id, troop_count, food_capacity	锁定兵力和武将，创建整军任务	城市出阵面板显示整军中	从许昌选择曹操出阵，进入整军状态	待确认
army	mobilizing	整军天数完成	marching	route_id, food_current, movement_speed_base	扣除城市可用兵力和粮草	部队出现在大地图路线起点	整军完成后部队开始沿路线移动	待确认
army	marching	route_progress >= 100%	engaging	route_id, target_node_id	触发接敌或到达目标节点	路线箭头到达目标节点	部队从 A 城抵达 B 城附近	待确认
army	marching	food_current <= 0	out_of_supply	food_current, supply_network	应用缺粮惩罚	部队出现缺粮提示	携粮不足时状态变为缺粮	待确认
army	out_of_supply	获得补给或返回补给范围	marching	supply_node_id, food_current	移除缺粮惩罚	缺粮图标消失	进入己方补给节点后恢复行军	待确认
army	engaging	战斗结算胜利	sieging	battle_result, target_city_id	进入围城或占领判定	战斗结果面板显示胜利	野战胜利后可继续围城	待确认
army	engaging	战斗结算失败	retreating	battle_result, retreat_route_id	应用损兵和士气惩罚	部队撤退线显示	战败后部队撤回出阵城	待确认
army	sieging	城防或士气归零	returning	siege_result, city_id	占领城市并生成战后整合	城市归属变化并出现整合提示	攻城成功后回流大地图	待确认
city	normal	被攻占	occupied	city_id, new_owner_force_id	降低民心和治安，生成恢复任务	城市状态显示新占	占领后进入新占状态	待确认
city	occupied	整合任务完成	recovering	postwar_integration	恢复资源产出	城市状态显示恢复中	安抚完成后民心逐月恢复	待确认
city	recovering	民心和治安达到阈值	normal	public_order, morale_public	恢复完整产出	新占标记消失	民心治安恢复后变为正常	待确认
diplomacy	neutral	宣战或战斗发生	hostile	source_force_id, target_force_id	允许军事行动和谋略	外交面板显示敌对	攻击后关系变敌对	待确认
diplomacy	hostile	议和成功	truce	diplomacy_action, cooldown_days	设定停战期限	停战倒计时显示	议和后无法立刻再宣战	待确认
diplomacy	truce	停战期结束	neutral	date_tick	解除停战限制	停战标记消失	到期恢复中立	待确认
=== Sheet: formula_parameters ===
公式与参数草案表
formula_id	system	name	expression_draft	input_fields	output_field	default_param	min	max	tuning_note	status
FORMULA_MOVE_DAYS	supply	行军天数	ceil(distance / (speed_base * terrain_modifier * army_state_modifier))	master_route_node.distance, terrain_modifier, military_supply.movement_speed_base	army_route_progress.days_required		1	999	保证大地图移动需要时间，不能瞬移。	待确认
FORMULA_FOOD_COST_DAY	supply	日粮耗	troop_count * food_cost_per_1000 / 1000 * route_supply_modifier	troop_count, food_cost_per_1000, supply_modifier	military_supply.food_cost_per_day	60	10	200	先以每千兵每日消耗作为调参入口。	待确认
FORMULA_OUT_OF_SUPPLY_MORALE	battle	缺粮士气下降	morale_current + penalty_per_day	army_state, days_out_of_supply	morale_current	-5	-20	0	缺粮是远征约束，不宜只做轻惩罚。	待确认
FORMULA_SIEGE_PROGRESS	battle	攻城进度	(attacker_power * siege_modifier - defense_base * defender_modifier) / city_scale	battle_power, siege_device, city.defense_base	siege_progress		0	100	攻城需要消耗时间并回流城防。	待确认
FORMULA_MOMENTUM_SPREAD	postwar	声势扩散	battle_importance * victory_scale * legitimacy_modifier * distance_decay	battle_result, legitimacy, route_distance	momentum_value		0	100	大胜改变局部局势，小胜只影响邻近。	待确认
FORMULA_SURRENDER_RATE	diplomacy	劝降成功率	base + momentum + relation + legitimacy - loyalty - distance_penalty	momentum, officer_relation, legitimacy, loyalty	success_rate		0	95	必须受人物关系、旧主和正统影响。	待确认
FORMULA_CITY_RECOVERY	city	新占恢复	base_recovery + governor_politics_bonus + policy_bonus - unrest_penalty	public_order, governor, policy, gentry_support	recovery_progress		0	100	战后整合不可跳过。	待确认
FORMULA_AI_TARGET_SCORE	ai	AI 目标评分	value_city + weak_enemy + route_access - supply_risk - diplomatic_risk	city_value, enemy_strength, supply_network, diplomacy_state	target_score		-999	999	AI 不应只看最近城市，必须考虑粮草和路线。	待确认
=== Sheet: effect_split ===
效果系统拆分表
effect_id	effect_group_id	source_type	source_id	trigger	target_scope	stat_key	operation	value	duration	stack_rule	status
EFF_TUNTIAN_FOOD	EFF_TUNTIAN	policy	POLICY_TUNTIAN	monthly_tick	owned_city	food_income	add_pct	0.15	while_active	same_source_no_stack	待确认
EFF_TUNTIAN_TROOP_COST	EFF_TUNTIAN	policy	POLICY_TUNTIAN	monthly_tick	owned_city	gold_income	add_pct	-0.05	while_active	same_source_no_stack	待确认
EFF_TRAIT_QIBING_DAMAGE	EFF_TRAIT_QIBING	trait	TRAIT_QIBING	battle_start	self_army	ambush_damage	add_pct	0.2	battle	same_trait_no_stack	待确认
EFF_TACTIC_FIRE_DAMAGE	EFF_TACTIC_FIRE	tactic	TACTIC_HUOSHAO	tactic_cast	enemy_army	troop_damage	add_flat	800	instant	allow_multi_source	待确认
EFF_TACTIC_FIRE_MORALE	EFF_TACTIC_FIRE	tactic	TACTIC_HUOSHAO	tactic_cast	enemy_army	morale_current	add_flat	-12	instant	allow_multi_source	待确认
EFF_POSTWAR_RECOVER_ORDER	EFF_POSTWAR_RECOVER	postwar	POSTWAR_INTEGRATION	monthly_tick	city	public_order	add_flat	8	task_active	same_source_no_stack	待确认
EFF_OUT_SUPPLY_SPEED	EFF_OUT_OF_SUPPLY	state	out_of_supply	daily_tick	self_army	movement_speed	mul	0.65	while_state	state_unique	待确认
EFF_OUT_SUPPLY_POWER	EFF_OUT_OF_SUPPLY	state	out_of_supply	battle_start	self_army	battle_power	mul	0.75	while_state	state_unique	待确认
=== Sheet: export_spec ===
导表约定表
topic	rule	recommendation	owner	status
encoding	文本编码	统一 UTF-8。	程序	待确认
id_policy	ID 规范	程序字段使用英文 snake_case；数据 ID 使用 UPPER_SNAKE_CASE。	程序 / 系统策划	待确认
display_text	中文文本	正式导表建议英文枚举 + 中文文本字段或 text_id，避免逻辑依赖中文。	程序 / UI	待确认
boolean	布尔值	编辑表可写 true/false；导出时可转 1/0。	程序	待确认
null	空值	空白表示 null，不使用 N/A、无、- 作为逻辑空值。	程序	待确认
multi_value	多值字段	草案可逗号分隔；进入开发前必须拆 link 表或数组字段。	系统策划 / 程序	待确认
status	状态字段	只有 status=confirmed 的行允许进入正式导表。	程序 / 制作管理	待确认
formula	公式字段	公式先以文本表达保存，程序确认后转实现函数或配置表达式。	数值 / 程序	待确认
versioning	版本	每次变更保留独立 xlsx 版本，并在 README 记录差异。	制作管理	待确认
=== Sheet: core_test_data ===
最小核心闭环测试数据
table	id	field_1	field_2	field_3	field_4	field_5	purpose	status
master_region	REG_TEST_CENTRAL	中原测试区	中原	1			最小闭环地理区。	待确认
master_city	CITY_TEST_A	许昌测试城	REG_TEST_CENTRAL	plain	military	60000	出阵城。	待确认
master_city	CITY_TEST_B	宛城测试城	REG_TEST_CENTRAL	plain	frontline	30000	目标城。	待确认
master_route_node	ROUTE_TEST_A_B	CITY_TEST_A	CITY_TEST_B	60	road	1	测试行军耗时路线。	待确认
master_force	FORCE_TEST_PLAYER	玩家测试势力	OFF_TEST_RULER	CITY_TEST_A	70	80	玩家方。	待确认
master_force	FORCE_TEST_ENEMY	敌方测试势力	OFF_TEST_ENEMY	CITY_TEST_B	30	40	敌方。	待确认
master_officer	OFF_TEST_RULER	测试君主	80	70	75	78	出阵主将。	待确认
master_officer	OFF_TEST_GOVERNOR	测试太守	50	40	72	85	城市治理。	待确认
state_city	STATE_CITY_A	CITY_TEST_A	FORCE_TEST_PLAYER	20000	50000	70	己方出阵城状态。	待确认
state_city	STATE_CITY_B	CITY_TEST_B	FORCE_TEST_ENEMY	12000	20000	60	敌方目标城状态。	待确认
state_army	ARMY_TEST_001	CITY_TEST_A	OFF_TEST_RULER	8000	16000	marching	测试部队从城池出阵携粮。	待确认
expected	EXPECT_MOVE_DAYS	distance=60	speed=12	terrain=1.0	days=5		行军不瞬移，应需要 5 天。	待确认
expected	EXPECT_FOOD_COST	troops=8000	cost_per_1000=60	days=5	total=2400		行军粮草应减少。	待确认
=== Sheet: V0.3说明 ===
V0.3 资料平替版本说明
version	date	change	impact
V0.1	2026-06-04	建立核心表结构、字段字典和示例行。	可开始字段审阅。
V0.2	2026-06-04	追加核心枚举、状态机、公式参数、效果拆分、导表约定和最小测试数据。	可进入程序审表和首轮导表格式讨论。
V0.3	2026-06-04	启动资料平替专项，新增武将属性样例、兵种、特技、战法、效果组、效果定义、技能改名映射和组合规则。	内容组可按三国化口径替换原型资料，程序组可开始按拆表结构读配置。
=== Sheet: replacement_scope ===
资料平替范围与规则
domain	replace_from	replace_to	first_batch_output	rule	owner	status
角色属性	测试武将、少量示例能力	三国史实人物样例与五维能力模型	master_officer_v03	能力值表达角色定位，不直接照搬任何竞品数值。	内容 / 数值	进行中
兵种	泛化兵力与路线修正	步兵、枪兵、骑兵、弓兵、弩兵、水军、攻城、亲卫、斥候、辎重	master_unit_type	兵种只定义作战边界和相克倾向，具体公式后续由战斗表承接。	系统 / 数值	进行中
特技	功能标签和少量占位名	治理、军备、兵种、谋略、外交、声势等三国化特技	master_trait_v03 / officer_trait_v03	特技必须绑定岗位、触发时机和效果组。	系统 / 内容	进行中
战法	火攻等示例战法	突击、齐射、坚守、火攻、伏兵、混乱、攻城、水战等战斗战法	master_tactic_v03	战法必须声明消耗、冷却、目标、范围和效果组。	战斗 / 数值	进行中
效果系统	effect_split 示例	effect_group + effect_definition 拆分	effect_group_v03 / effect_definition_v03	统一承载特技、战法、状态、政令等效果，避免各系统各写一套。	系统 / 程序	进行中
命名映射	竞品功能结构	三国语境名称和主题说明	skill_rename_map_v03	只保留功能类型，不引用原作独有技能名。	内容审核	进行中
组合规则	未成表	主将军师、兵种地形、关系、声势组合	synergy_rule_v03	组合加成必须有条件组和效果组，不能写死在 UI 或战斗流程。	系统 / AI	草案
=== Sheet: master_officer_v03 ===
武将主表 V0.3 首批样例
officer_id	name	courtesy_name	era_tag	birth_year	death_year	gender	clan_id	origin_region_id	leadership	martial	intellect	politics	charm	ambition	loyalty_base	ideology	preferred_unit	trait_ids	tactic_ids	content_note	status
OFF_CAOCAO	曹操	孟德	群雄	155	220	M	CLAN_CAO	REG_YAN	96	72	91	94	96	95	70	霸府	UNIT_CAVALRY	TRAIT_BAFU,TRAIT_JUNZHENG	TACTIC_MORALE_BREAK	扩张、官制、统帅和挟天子路线核心。	草案
